iter	Logloss
279	0.02378580358
280	0.02360517342
281	0.02345514895
282	0.02334044442
283	0.02320431355
284	0.02314901866
285	0.02303535872
286	0.0229520674
287	0.02283800048
288	0.02273677594
289	0.0225790537
290	0.02244488132
291	0.02233562557
292	0.02217950684
293	0.02208927101
294	0.02194389186
295	0.02178118462
296	0.02167555519
297	0.02157327958
298	0.02146100619
299	0.02133956062
300	0.0212195969
301	0.02112918499
302	0.02101060351
303	0.02091910686
304	0.0207742088
305	0.02065696303
306	0.02056984063
307	0.02045103873
308	0.02035236765
309	0.02026443542
310	0.02015865235
311	0.02002914361
312	0.01993390216
313	0.01983197302
314	0.01972694517
315	0.01960024808
316	0.01950728182
317	0.01942179925
318	0.01930294443
319	0.0192106796
320	0.01914136743
321	0.01906235353
322	0.01896842852
323	0.01889538325
324	0.01880673613
325	0.01874361276
326	0.01865336382
327	0.01858007522
328	0.0185131727
329	0.01843343845
330	0.01837133339
331	0.01831187452
332	0.01822382787
333	0.01814246408
334	0.01805728358
335	0.01798750677
336	0.01792104809
337	0.01784380776
338	0.01776621596
339	0.01767286887
340	0.01759114178
341	0.01750053727
342	0.01743953479
343	0.0173687995
344	0.01725924338
345	0.01721046907
346	0.01717623777
347	0.01710256488
348	0.0170268536
349	0.01697308068
350	0.0168772869
351	0.01679623783
352	0.01669973397
353	0.01661448098
354	0.01658898537
355	0.01652704036
356	0.01644351117
357	0.01637607081
358	0.01630369586
359	0.01623199404
360	0.01617116894
361	0.0161321673
362	0.01607331239
363	0.01600503731
364	0.01593377497
365	0.01586597808
366	0.01580520326
367	0.01574479888
368	0.01567325135
369	0.01561109955
370	0.01555545189
371	0.01547462774
372	0.01542170455
373	0.01537508776
374	0.01532978239
375	0.01528070513
376	0.01522731639
377	0.0151611625
378	0.01511921779
379	0.0150606949
380	0.01501291158
381	0.0149516993
382	0.01490057687
383	0.0148472288
384	0.01478598701
385	0.01472085428
386	0.01466857716
387	0.01461985906
388	0.01458060733
389	0.01452369079
390	0.01446284226
391	0.01441600918
392	0.01437432443
393	0.01433218125
394	0.01427431866
395	0.01421859857
396	0.01415642862
397	0.01410408424
398	0.01405628498
399	0.01400500386
400	0.01396289747
401	0.01394072588
402	0.01387166971
403	0.01382106383
404	0.01378143489
405	0.01374838704
406	0.01371110082
407	0.01365829952
408	0.01360950097
409	0.01355658108
410	0.01350761944
411	0.01344767845
412	0.0134027854
413	0.01334858067
414	0.01331538618
415	0.01327166403
416	0.01323224995
417	0.01318469707
418	0.01313964939
419	0.0130942576
420	0.01305571837
421	0.01299965712
422	0.01295966554
423	0.01292584672
424	0.01289788548
425	0.01284998961
426	0.0128180668
427	0.01277961689
428	0.01272246065
429	0.01267944033
430	0.01263802379
431	0.01259329708
432	0.01255762818
433	0.01252429353
434	0.01249123915
435	0.01244873422
436	0.01240315702
437	0.01236277125
438	0.01232531428
439	0.01228716769
440	0.01225227844
441	0.01219563542
442	0.0121559007
443	0.01211681996
444	0.0120775341
445	0.01201365071
446	0.0119760511
447	0.01194171731
448	0.01189269297
449	0.01185061787
450	0.01181060365
451	0.01177540321
452	0.01172236289
453	0.01170489727
454	0.01169306852
455	0.01164427219
456	0.01160747964
457	0.01157307727
458	0.01154331587
459	0.01151053177
460	0.01148033615
461	0.01144759453
462	0.01141097918
463	0.01138769027
464	0.01134649704
465	0.01132452794
466	0.01128642361
467	0.01125934899
468	0.01122793117
469	0.01119736404
470	0.0111697545
471	0.0111338786
472	0.01110048358
473	0.01106533573
474	0.01103692133
475	0.0110072565
476	0.01095605178
477	0.01093001888
478	0.01090108681
479	0.01086108735
480	0.01082918431
481	0.01080754761
482	0.01077958849
483	0.01074952585
484	0.01072173583
485	0.01069760515
486	0.01066854869
487	0.0106533084
488	0.01062655822
489	0.01059578935
490	0.01056327687
491	0.01054366584
492	0.01052978479
493	0.01049956329
494	0.01048197517
495	0.01046079372
496	0.01043557186
497	0.01040019834
498	0.01037120653
499	0.01034999262
